Auxiliary Dataset D1.  Modeled motions for the hotspots listed in Table S6.
---------------------------------------------
Hotspot   Age      Lat        Lon
Iceland   5.4000   64.6489   -16.4463
Iceland   8.4000   64.7619   -16.0903
Iceland   11.6000   64.8154   -15.7860
Iceland   13.2000   64.9127   -15.6008
Iceland   14.6000   65.0009   -15.4398
Iceland   16.6000   65.0972   -15.2548
Iceland   17.8000   65.1895   -15.1154
Iceland   20.0000   65.3271   -14.9354
Iceland   21.0000   65.4248   -14.8386
Iceland   24.4000   65.5353   -14.4272
Iceland   27.8000   65.6245   -14.0148
Iceland   31.2000   65.7622   -13.8557
Iceland   33.4000   65.8425   -13.5038
Iceland   34.8000   65.8974   -13.2919
Iceland   36.6000   65.9247   -13.0487
Iceland   38.4000   65.9861   -12.8523
Iceland   42.0000   66.0822   -12.5654
Iceland   45.4000   66.1667   -12.1311
Iceland   47.8000   66.2885   -11.7787
Iceland   48.8000   66.3630   -11.5927
Iceland   50.2000   66.4648   -11.2697
Iceland   50.8000   66.5496   -11.0941
Iceland   52.4000   66.5036   -10.8362
Iceland   53.8000   66.3929   -10.6570
Iceland   55.0000   66.2643   -10.5473
Iceland   55.8000   66.1460   -10.5063
Iceland   56.4000   66.0313   -10.4887
Iceland   57.4000   65.8495   -10.4830
Iceland   58.2000   65.6852   -10.5106
Iceland   59.0000   65.4850   -10.5436
Iceland   59.4000   65.3762   -10.5480
Iceland   59.8000   65.2621   -10.5445
Iceland   60.0000   65.2031   -10.5399
Jan_Mayen   0.0000   71.1643   -8.1827
Jan_Mayen   0.4000   71.2067   -8.1131
Jan_Mayen   1.2000   71.2956   -7.9627
Jan_Mayen   2.2000   71.3846   -7.8033
Jan_Mayen   2.8000   71.4937   -7.6347
Jan_Mayen   4.6000   71.6265   -7.3459
Jan_Mayen   5.4000   71.7146   -7.1694
Jan_Mayen   7.2000   71.8465   -6.8399
Jan_Mayen   7.8000   71.9357   -6.6715
Jan_Mayen   10.4000   72.0917   -6.2665
Jan_Mayen   12.2000   72.2088   -5.9862
Jan_Mayen   13.0000   72.3027   -5.8020
Jan_Mayen   14.8000   72.4338   -5.4712
Jan_Mayen   15.8000   72.5265   -5.2540
Jan_Mayen   17.4000   72.6575   -4.9183
Jan_Mayen   18.6000   72.7608   -4.6650
Jan_Mayen   20.4000   72.9084   -4.2807
Jan_Mayen   21.4000   73.0019   -4.0298
Jan_Mayen   23.0000   73.0336   -3.6969
Jan_Mayen   24.4000   73.0913   -3.3450
Jan_Mayen   27.6000   73.1338   -2.6768
Jan_Mayen   31.0000   73.1573   -2.1678
Jan_Mayen   33.0000   73.1536   -1.6271
Jan_Mayen   34.4000   73.1368   -1.2751
Jan_Mayen   36.6000   73.0744   -0.7887
Jan_Mayen   38.2000   73.0322   -0.4696
Jan_Mayen   40.0000   72.9966   -0.1441
Jan_Mayen   41.8000   72.9439   0.1586
Jan_Mayen   44.2000   72.9214   0.6963
Jan_Mayen   45.6000   72.8886   1.0331
Jan_Mayen   47.0000   72.8779   1.4455
Jan_Mayen   48.0000   72.8574   1.7856
Jan_Mayen   49.2000   72.8241   2.2658
Jan_Mayen   50.0000   72.7812   2.6020
Jan_Mayen   51.0000   72.7168   3.0930
Jan_Mayen   51.8000   72.6090   3.1233
Jan_Mayen   52.6000   72.5003   3.1114
Jan_Mayen   53.4000   72.3923   3.0541
Jan_Mayen   54.6000   72.2292   2.8757
Jan_Mayen   55.2000   72.1339   2.7097
Jan_Mayen   56.4000   71.9717   2.4058
Jan_Mayen   57.0000   71.8850   2.2025
Jan_Mayen   57.6000   71.7965   1.9733
Jan_Mayen   58.2000   71.7009   1.7239
Jan_Mayen   58.8000   71.5954   1.4819
Jan_Mayen   59.8000   71.3990   1.1064
Jan_Mayen   60.0000   71.3552   1.0366
Juan_Fernandez   0.0000   -33.9901   -81.9062
Juan_Fernandez   0.2000   -33.9760   -81.9255
Juan_Fernandez   0.2000   -34.0138   -82.0441
Juan_Fernandez   0.4000   -33.9532   -81.9143
Juan_Fernandez   0.4000   -33.9951   -82.0481
Juan_Fernandez   0.8000   -33.9563   -82.0552
Juan_Fernandez   1.2000   -33.8767   -81.9325
Juan_Fernandez   1.4000   -33.8497   -81.9208
Juan_Fernandez   1.4000   -33.8993   -82.0691
Juan_Fernandez   1.6000   -33.8736   -82.0591
Juan_Fernandez   1.8000   -33.8127   -81.9306
Juan_Fernandez   2.0000   -33.7911   -81.9310
Juan_Fernandez   2.0000   -33.8313   -82.0542
Juan_Fernandez   2.4000   -33.8037   -82.0949
Juan_Fernandez   2.8000   -33.7268   -81.9894
Juan_Fernandez   3.8000   -33.6196   -81.9787
Juan_Fernandez   3.8000   -33.6580   -82.0988
Juan_Fernandez   4.0000   -33.5943   -81.9689
Juan_Fernandez   4.0000   -33.6417   -82.1167
Juan_Fernandez   4.2000   -33.6158   -82.1023
Juan_Fernandez   4.8000   -33.5304   -82.0319
Juan_Fernandez   5.0000   -33.5537   -82.1703
Juan_Fernandez   5.4000   -33.4751   -82.0576
Juan_Fernandez   5.6000   -33.4493   -82.0419
Juan_Fernandez   5.6000   -33.4965   -82.1920
Juan_Fernandez   5.8000   -33.4711   -82.1802
Juan_Fernandez   6.0000   -33.4126   -82.0622
Juan_Fernandez   6.2000   -33.3905   -82.0581
Juan_Fernandez   6.2000   -33.4333   -82.1959
Juan_Fernandez   6.6000   -33.3950   -82.2143
Juan_Fernandez   7.2000   -33.3078   -82.1346
Juan_Fernandez   7.4000   -33.3261   -82.2596
Juan_Fernandez   7.8000   -33.2529   -82.1608
Juan_Fernandez   8.8000   -33.2053   -82.3427
Juan_Fernandez   9.6000   -33.1021   -82.2800
Juan_Fernandez   9.8000   -33.0806   -82.2761
Juan_Fernandez   9.8000   -33.1229   -82.4145
Juan_Fernandez   10.6000   -33.0397   -82.3899
Juan_Fernandez   11.0000   -33.0107   -82.4040
Juan_Fernandez   11.0000   -33.0470   -82.5358
Juan_Fernandez   11.6000   -32.9752   -82.4236
Juan_Fernandez   11.6000   -33.0123   -82.5595
Juan_Fernandez   12.0000   -32.9518   -82.4262
Juan_Fernandez   12.0000   -32.9892   -82.5632
Juan_Fernandez   12.4000   -32.9683   -82.5814
Juan_Fernandez   12.6000   -32.9233   -82.4644
Juan_Fernandez   13.2000   -32.8777   -82.4502
Juan_Fernandez   13.2000   -32.9168   -82.5881
Juan_Fernandez   14.0000   -32.8562   -82.5844
Juan_Fernandez   15.2000   -32.7389   -82.5195
Juan_Fernandez   16.2000   -32.6576   -82.5419
Juan_Fernandez   16.2000   -32.6933   -82.6606
Juan_Fernandez   16.8000   -32.6138   -82.5775
Juan_Fernandez   16.8000   -32.6497   -82.6953
Juan_Fernandez   17.4000   -32.5681   -82.6245
Juan_Fernandez   17.4000   -32.6052   -82.7404
Juan_Fernandez   18.6000   -32.4845   -82.8087
Juan_Fernandez   19.4000   -32.4003   -82.9051
Juan_Fernandez   19.8000   -32.3811   -83.0310
Juan_Fernandez   20.4000   -32.2808   -83.0846
Juan_Fernandez   20.8000   -32.2382   -83.1946
Juan_Fernandez   21.2000   -32.2407   -83.3182
Juan_Fernandez   21.8000   -32.2760   -83.4409
Juan_Fernandez   22.6000   -32.3619   -83.6833
Juan_Fernandez   23.0000   -32.3989   -83.7942
Juan_Fernandez   23.4000   -32.4398   -83.9140
Juan_Fernandez   23.6000   -32.4878   -84.0258
Juan_Fernandez   24.2000   -32.5599   -84.2287
Juan_Fernandez   24.6000   -32.6143   -84.3773
Juan_Fernandez   24.8000   -32.6649   -84.4947
Juan_Fernandez   25.2000   -32.7229   -84.6512
Juan_Fernandez   25.4000   -32.7763   -84.7741
Juan_Fernandez   25.8000   -32.8420   -84.9464
Juan_Fernandez   26.1000   -32.8886   -85.0724
Juan_Fernandez   26.3000   -32.9378   -85.1893
Juan_Fernandez   26.6000   -32.9920   -85.3319
Juan_Fernandez   26.9000   -33.0710   -85.5184
Juan_Fernandez   27.2000   -33.1343   -85.6804
Juan_Fernandez   27.4000   -33.1903   -85.8119
Juan_Fernandez   27.6000   -33.2471   -85.9451
Juan_Fernandez   27.8000   -33.2914   -86.0600
Juan_Fernandez   28.0000   -33.3512   -86.1993
Juan_Fernandez   28.2000   -33.4045   -86.3303
Juan_Fernandez   28.4000   -33.4685   -86.4765
Juan_Fernandez   28.6000   -33.5261   -86.6136
Juan_Fernandez   28.8000   -33.5860   -86.7540
Juan_Fernandez   29.0000   -33.6533   -86.9045
Juan_Fernandez   29.2000   -33.7169   -87.0501
Juan_Fernandez   29.4000   -33.7859   -87.2033
Juan_Fernandez   29.6000   -33.8533   -87.3544
Juan_Fernandez   29.8000   -33.9232   -87.5090
Juan_Fernandez   30.0000   -33.9954   -87.6671
Kerguelen   0.0000   -49.0490   69.0110
Kerguelen   0.8000   -49.0185   69.1018
Kerguelen   1.8000   -48.9754   69.2792
Kerguelen   2.8000   -48.9275   69.4153
Kerguelen   4.8000   -48.8231   69.6444
Kerguelen   5.8000   -48.7639   69.7761
Kerguelen   7.0000   -48.6914   69.9010
Kerguelen   8.6000   -48.5945   70.0564
Kerguelen   10.0000   -48.5121   70.1633
Kerguelen   11.2000   -48.4435   70.2939
Kerguelen   15.4000   -48.2989   70.3196
Kerguelen   17.6000   -48.2038   70.2576
Kerguelen   19.0000   -48.1029   70.2927
Kerguelen   19.6000   -48.0235   70.3949
Kerguelen   20.6000   -47.8877   70.5254
Kerguelen   21.0000   -47.8047   70.6374
Kerguelen   22.0000   -47.7110   70.7197
Kerguelen   23.8000   -47.6078   70.7284
Kerguelen   26.2000   -47.4411   70.7479
Kerguelen   27.8000   -47.3765   70.6267
Kerguelen   29.8000   -47.2724   70.4864
Kerguelen   31.0000   -47.1652   70.4708
Kerguelen   32.0000   -47.0639   70.4844
Kerguelen   33.0000   -46.9390   70.5121
Kerguelen   34.0000   -46.9060   70.3533
Kerguelen   34.8000   -46.7952   70.3435
Kerguelen   35.6000   -46.7042   70.2788
Kerguelen   36.4000   -46.6463   70.1522
Kerguelen   37.6000   -46.5790   69.9129
Kerguelen   38.2000   -46.4823   69.8730
Kerguelen   39.0000   -46.4593   69.6802
Kerguelen   39.6000   -46.4618   69.5131
Kerguelen   40.2000   -46.4645   69.3574
Kerguelen   40.6000   -46.4978   69.2190
Kerguelen   41.0000   -46.5485   69.0555
Kerguelen   43.6000   -46.3884   69.0026
Kerguelen   44.8000   -46.2895   68.9711
Kerguelen   45.8000   -46.1818   68.9577
Kerguelen   47.6000   -45.9973   68.8750
Kerguelen   48.6000   -45.9105   68.8009
Kerguelen   49.8000   -45.8506   68.6654
Kerguelen   50.8000   -45.8516   68.5099
Kerguelen   54.2000   -45.7379   68.6108
Kerguelen   55.8000   -45.6560   68.7007
Kerguelen   58.2000   -45.5060   68.8637
Kerguelen   59.4000   -45.4262   68.9613
Kerguelen   60.2000   -45.3528   69.0652
Kerguelen   61.0000   -45.2837   69.1835
Kerguelen   62.8000   -45.2257   69.3007
Kerguelen   64.4000   -45.1665   69.4258
Kerguelen   66.0000   -45.1085   69.5532
Kerguelen   67.8000   -45.0489   69.6914
Kerguelen   69.4000   -44.9965   69.8142
Kerguelen   70.8000   -44.9410   69.9405
Kerguelen   74.2000   -44.8338   70.1813
Kerguelen   75.6000   -44.7765   70.3015
Kerguelen   78.6000   -44.6773   70.5044
Kerguelen   80.4000   -44.6139   70.6286
Kerguelen   83.2000   -44.5205   70.8086
Kerguelen   85.0000   -44.4524   70.9330
Kerguelen   87.6000   -44.3600   71.1008
Kerguelen   89.6000   -44.2961   71.2114
Kerguelen   92.0000   -44.2147   71.3553
Kerguelen   93.8000   -44.1490   71.4694
Kerguelen   96.4000   -44.0822   71.5869
Kerguelen   98.2000   -44.0195   71.6960
Kerguelen   102.0000   -43.9145   71.8952
Kerguelen   106.0000   -43.8449   72.0691
Kerguelen   108.2000   -43.8187   72.1739
Kerguelen   110.0000   -43.8428   72.2434
Kerguelen   111.4000   -43.8915   72.3112
Kerguelen   112.8000   -43.9642   72.3390
Kerguelen   114.2000   -44.0542   72.3467
Kerguelen   115.2000   -44.1273   72.3441
Kerguelen   116.2000   -44.1981   72.3105
Kerguelen   117.0000   -44.2540   72.2682
Kerguelen   117.8000   -44.2956   72.2025
Kerguelen   118.0000   -44.3038   72.1826
Lord_Howe   0.0000   -33.0985   159.0608
Lord_Howe   0.6000   -33.1144   159.0832
Lord_Howe   1.4000   -33.0054   159.1460
Lord_Howe   1.8000   -32.9006   159.1899
Lord_Howe   2.8000   -32.8038   159.2525
Lord_Howe   3.4000   -32.7005   159.2973
Lord_Howe   4.2000   -32.5882   159.3474
Lord_Howe   4.8000   -32.4811   159.3879
Lord_Howe   5.4000   -32.3749   159.4260
Lord_Howe   6.2000   -32.2720   159.4656
Lord_Howe   7.0000   -32.1675   159.5021
Lord_Howe   7.6000   -32.0666   159.5339
Lord_Howe   8.4000   -31.9566   159.5622
Lord_Howe   9.0000   -31.8499   159.5868
Lord_Howe   9.6000   -31.7418   159.6094
Lord_Howe   10.6000   -31.6422   159.6313
Lord_Howe   11.4000   -31.5337   159.6491
Lord_Howe   12.0000   -31.3985   159.6683
Lord_Howe   12.8000   -31.2789   159.6836
Lord_Howe   13.2000   -31.1692   159.6977
Lord_Howe   14.0000   -31.0593   159.7073
Lord_Howe   14.4000   -30.9587   159.7170
Lord_Howe   15.2000   -30.8222   159.7338
Lord_Howe   15.8000   -30.6977   159.7447
Lord_Howe   16.4000   -30.5972   159.7554
Lord_Howe   17.2000   -30.4693   159.7614
Lord_Howe   17.8000   -30.3135   159.7576
Lord_Howe   18.4000   -30.1776   159.7462
Lord_Howe   19.0000   -30.0437   159.7253
Lord_Howe   19.6000   -29.9137   159.6965
Lord_Howe   20.0000   -29.7829   159.6634
Lord_Howe   20.4000   -29.6591   159.6307
Lord_Howe   20.8000   -29.5544   159.5969
Lord_Howe   21.4000   -29.4232   159.5590
Lord_Howe   22.0000   -29.2849   159.5436
Lord_Howe   22.6000   -29.1353   159.5434
Lord_Howe   23.2000   -29.0050   159.5471
Lord_Howe   23.4000   -28.9004   159.5464
Lord_Howe   23.8000   -28.8002   159.5381
Lord_Howe   24.4000   -28.6957   159.5186
Lord_Howe   25.0000   -28.5586   159.5037
Lord_Howe   25.4000   -28.4289   159.5051
Lord_Howe   26.0000   -28.3251   159.4801
Lord_Howe   26.4000   -28.2150   159.4707
Lord_Howe   26.6000   -28.1082   159.4736
Lord_Howe   27.2000   -28.0049   159.4709
Lord_Howe   28.0000   -27.8958   159.4830
Lord_Howe   28.6000   -27.7733   159.4603
Lord_Howe   29.6000   -27.6917   159.3762
Lord_Howe   30.4000   -27.6364   159.2629
Lord_Howe   31.0000   -27.7142   159.1190
Lord_Howe   31.6000   -27.6135   159.1709
Lord_Howe   32.4000   -27.5359   159.2707
Lord_Howe   33.0000   -27.4429   159.3379
Lord_Howe   33.6000   -27.3583   159.4071
Lord_Howe   34.4000   -27.2904   159.5228
Lord_Howe   35.0000   -27.2242   159.6080
Lord_Howe   35.6000   -27.1465   159.6840
Lord_Howe   36.8000   -27.0312   159.8638
Lord_Howe   37.4000   -26.9727   159.9557
Lord_Howe   38.0000   -26.9128   160.0535
Lord_Howe   38.6000   -26.8734   160.1682
Lord_Howe   39.2000   -26.8276   160.2907
Lord_Howe   39.8000   -26.7887   160.4308
Lord_Howe   40.6000   -26.7508   160.6551
Lord_Howe   41.2000   -26.7530   160.8250
Lord_Howe   41.6000   -26.7371   160.9364
Lord_Howe   42.0000   -26.7255   161.0567
Lord_Howe   42.6000   -26.7418   161.2176
Lord_Howe   43.0000   -26.7417   161.3450
Lord_Howe   43.4000   -26.7498   161.4671
Lord_Howe   43.8000   -26.7718   161.5810
Lord_Howe   44.2000   -26.7872   161.7145
Lord_Howe   44.6000   -26.8087   161.8460
Lord_Howe   45.0000   -26.8401   161.9659
Lord_Howe   45.4000   -26.8688   162.1038
Lord_Howe   45.8000   -26.9027   162.2329
Lord_Howe   46.2000   -26.9400   162.3658
Lord_Howe   46.6000   -26.9821   162.4885
Lord_Howe   47.0000   -27.0292   162.6277
Lord_Howe   47.4000   -27.0790   162.7478
Lord_Howe   47.8000   -27.1368   162.8835
Lord_Howe   48.2000   -27.1981   163.0123
Lord_Howe   48.6000   -27.2574   163.1319
Lord_Howe   49.0000   -27.3100   163.2365
Lord_Howe   49.8000   -27.4154   163.4429
Lord_Howe   50.0000   -27.4380   163.4866
Louisville   0.0000   -50.9135   -138.2179
Louisville   0.4000   -50.9191   -138.1452
Louisville   1.4000   -50.8112   -138.2323
Louisville   4.4000   -50.6564   -138.1250
Louisville   5.2000   -50.5687   -138.2053
Louisville   7.2000   -50.5111   -138.0570
Louisville   9.8000   -50.4089   -138.0497
Louisville   11.0000   -50.4521   -137.9026
Louisville   14.0000   -50.2641   -138.0607
Louisville   15.4000   -50.1661   -138.1056
Louisville   16.6000   -50.0691   -138.1631
Louisville   17.8000   -49.9712   -138.1968
Louisville   19.6000   -49.8164   -138.2402
Louisville   20.4000   -49.7195   -138.3278
Louisville   21.8000   -49.6215   -138.3809
Louisville   23.6000   -49.5313   -138.5109
Louisville   25.4000   -49.4433   -138.6131
Louisville   28.2000   -49.2838   -138.7613
Louisville   30.2000   -49.1812   -138.7478
Louisville   32.6000   -49.1011   -138.8451
Louisville   36.0000   -49.0573   -139.1197
Louisville   39.4000   -49.0500   -139.2797
Louisville   44.2000   -49.1221   -139.5362
Louisville   45.8000   -49.1169   -139.6948
Louisville   48.0000   -49.0584   -139.9719
Louisville   49.2000   -49.0062   -140.1117
Louisville   50.4000   -48.9253   -140.2546
Louisville   52.0000   -48.8414   -140.3595
Louisville   57.8000   -48.7288   -140.3173
Louisville   61.8000   -48.5510   -140.1937
Louisville   63.6000   -48.6138   -140.3217
Louisville   66.2000   -48.6599   -140.5462
Louisville   67.6000   -48.6322   -140.7087
Louisville   69.2000   -48.7138   -140.8169
Louisville   70.6000   -48.6784   -140.9932
Louisville   72.0000   -48.7583   -141.0858
Louisville   73.0000   -48.7106   -141.2309
Louisville   74.6000   -48.7952   -141.3487
Louisville   75.8000   -48.7627   -141.5099
Louisville   77.2000   -48.8302   -141.6236
Louisville   78.4000   -48.8095   -141.7808
Louisville   79.8000   -48.8467   -141.9219
Louisville   81.0000   -48.8381   -142.0758
Louisville   82.4000   -48.9006   -142.2035
Louisville   83.6000   -48.8913   -142.3627
Louisville   84.8000   -48.8808   -142.5255
Louisville   86.4000   -48.9298   -142.6977
Louisville   87.6000   -48.9404   -142.8498
Louisville   88.6000   -48.9170   -143.0024
Louisville   89.8000   -48.9269   -143.1587
Louisville   91.4000   -48.9546   -143.3617
Louisville   92.4000   -48.9382   -143.5146
Louisville   93.6000   -48.9659   -143.6630
Louisville   94.4000   -48.9271   -143.8083
Louisville   96.0000   -48.9384   -144.0350
Louisville   97.2000   -48.9841   -144.1752
Louisville   98.0000   -48.9239   -144.3418
Louisville   99.2000   -48.9689   -144.4855
Louisville   100.6000   -48.9776   -144.6925
Louisville   101.6000   -48.9672   -144.8549
Louisville   102.6000   -48.9709   -145.0075
Louisville   103.2000   -48.9066   -145.1537
Louisville   105.0000   -48.9491   -145.4046
Louisville   105.8000   -48.9175   -145.5591
Louisville   106.8000   -48.9265   -145.7131
Louisville   107.4000   -48.8805   -145.8486
Louisville   109.0000   -48.9195   -146.0783
Louisville   109.8000   -48.8734   -146.2501
Louisville   110.8000   -48.8952   -146.4005
Louisville   111.6000   -48.8439   -146.5805
Louisville   113.2000   -48.8429   -146.8581
Louisville   114.6000   -48.8628   -147.0737
Louisville   116.0000   -48.9143   -147.2469
Louisville   117.2000   -49.0331   -147.3237
Louisville   118.2000   -49.1731   -147.3427
Louisville   119.0000   -49.3292   -147.3187
Louisville   119.4000   -49.4366   -147.2890
Louisville   119.8000   -49.5627   -147.2484
Louisville   120.0000   -49.6327   -147.2240
Macdonald   0.0000   -29.0449   -140.1927
Macdonald   0.4000   -29.0531   -140.1463
Macdonald   3.2000   -28.9475   -140.2372
Macdonald   4.2000   -28.8853   -140.3318
Macdonald   8.2000   -28.7585   -140.4408
Macdonald   12.2000   -28.6654   -140.5995
Macdonald   13.2000   -28.5790   -140.6757
Macdonald   14.8000   -28.4755   -140.6685
Macdonald   16.0000   -28.3724   -140.7207
Macdonald   16.4000   -28.3077   -140.8131
Macdonald   18.2000   -28.1536   -140.8261
Macdonald   19.2000   -28.0417   -140.8674
Macdonald   20.0000   -27.9418   -140.9025
Macdonald   20.8000   -27.8314   -140.9347
Macdonald   22.8000   -27.6337   -140.9936
Macdonald   23.8000   -27.5386   -141.0345
Macdonald   24.8000   -27.4422   -141.0725
Macdonald   25.2000   -27.3577   -141.1781
Macdonald   26.8000   -27.2384   -141.1558
Macdonald   27.8000   -27.1314   -141.1970
Macdonald   29.0000   -27.0135   -141.2140
Macdonald   30.0000   -26.8983   -141.2450
Macdonald   31.8000   -26.7292   -141.2548
Macdonald   33.2000   -26.6217   -141.2932
Macdonald   34.8000   -26.5156   -141.2904
Macdonald   36.2000   -26.3699   -141.3491
Macdonald   37.6000   -26.3117   -141.2471
Macdonald   38.8000   -26.2194   -141.2010
Macdonald   39.6000   -26.2083   -141.0862
Macdonald   42.0000   -26.1071   -140.8908
Macdonald   43.4000   -26.0125   -140.9365
Macdonald   44.6000   -25.9033   -141.0020
Macdonald   46.2000   -25.7834   -141.0519
Macdonald   47.2000   -25.6840   -141.0922
Macdonald   48.2000   -25.5818   -141.1303
Macdonald   49.0000   -25.4854   -141.1619
Macdonald   49.8000   -25.3777   -141.1895
Macdonald   50.4000   -25.2716   -141.2219
Macdonald   51.4000   -25.1542   -141.2264
Macdonald   53.4000   -25.0389   -141.2373
Macdonald   55.0000   -24.9366   -141.2396
Macdonald   56.8000   -24.8357   -141.2161
Macdonald   58.2000   -24.7200   -141.1975
Macdonald   59.6000   -24.6340   -141.1387
Macdonald   60.2000   -24.5267   -141.1438
Macdonald   61.8000   -24.4265   -141.1250
Macdonald   65.6000   -24.3433   -141.2029
Macdonald   66.8000   -24.2558   -141.2612
Macdonald   70.8000   -24.1841   -141.3394
Macdonald   75.0000   -24.0616   -141.4580
Macdonald   75.8000   -23.9739   -141.5172
Macdonald   81.0000   -23.8739   -141.6594
Macdonald   86.0000   -23.7644   -141.8320
Macdonald   89.0000   -23.7269   -141.9343
Macdonald   91.0000   -23.6674   -142.0272
Macdonald   94.4000   -23.6404   -142.1614
Macdonald   95.6000   -23.5645   -142.2472
Macdonald   99.4000   -23.5781   -142.3960
Macdonald   100.4000   -23.5129   -142.4802
Macdonald   103.0000   -23.5541   -142.5812
Macdonald   104.6000   -23.5090   -142.6934
Macdonald   107.0000   -23.5062   -142.8366
Macdonald   109.0000   -23.5768   -142.9156
Macdonald   111.2000   -23.5976   -143.0579
Macdonald   112.8000   -23.6552   -143.1711
Macdonald   114.2000   -23.7618   -143.2598
Macdonald   115.4000   -23.8933   -143.3255
Macdonald   116.6000   -24.0701   -143.3704
Macdonald   117.6000   -24.2706   -143.3653
Macdonald   118.4000   -24.4551   -143.3411
Macdonald   118.8000   -24.5671   -143.3093
Macdonald   119.2000   -24.6899   -143.2652
Macdonald   119.8000   -24.8883   -143.1817
Macdonald   120.0000   -24.9623   -143.1445
Marion   0.0000   -46.8838   37.8934
Marion   0.2000   -46.8698   37.8952
Marion   1.0000   -46.7640   37.9722
Marion   1.8000   -46.6581   38.0539
Marion   2.6000   -46.5598   38.1235
Marion   3.4000   -46.4632   38.1967
Marion   4.2000   -46.3644   38.2748
Marion   5.0000   -46.2661   38.3582
Marion   5.8000   -46.1682   38.4449
Marion   6.4000   -46.0857   38.5275
Marion   7.6000   -45.9770   38.6045
Marion   8.4000   -45.8892   38.6851
Marion   9.2000   -45.8002   38.7703
Marion   10.2000   -45.7109   38.8473
Marion   11.0000   -45.6230   38.9357
Marion   11.8000   -45.5235   39.0090
Marion   13.4000   -45.3615   39.0708
Marion   14.4000   -45.2548   39.1183
Marion   15.2000   -45.1610   39.1710
Marion   16.2000   -45.0526   39.2198
Marion   17.2000   -44.9432   39.2695
Marion   18.0000   -44.8387   39.3333
Marion   19.4000   -44.6692   39.4082
Marion   20.4000   -44.5682   39.4219
Marion   21.2000   -44.4637   39.4632
Marion   22.2000   -44.3515   39.5050
Marion   23.0000   -44.2534   39.5497
Marion   24.2000   -44.1487   39.5610
Marion   24.8000   -44.0569   39.6260
Marion   25.8000   -43.9575   39.6615
Marion   26.6000   -43.8592   39.7157
Marion   27.6000   -43.7539   39.7688
Marion   28.2000   -43.6577   39.8457
Marion   29.0000   -43.5603   39.9116
Marion   29.8000   -43.4617   39.9772
Marion   30.4000   -43.3701   40.0538
Marion   31.2000   -43.2577   40.1341
Marion   32.2000   -43.1548   40.1545
Marion   34.0000   -43.0599   40.0530
Marion   35.2000   -42.9567   40.0330
Marion   36.6000   -42.8955   39.9237
Marion   38.0000   -42.8471   39.8031
Marion   39.2000   -42.8440   39.6658
Marion   40.2000   -42.8905   39.5050
Marion   41.2000   -42.9299   39.3793
Marion   42.8000   -42.7965   39.4322
Marion   44.0000   -42.6911   39.4767
Marion   45.0000   -42.5822   39.5435
Marion   46.0000   -42.4792   39.5903
Marion   46.8000   -42.3770   39.6531
Marion   47.6000   -42.2739   39.7089
Marion   48.8000   -42.1314   39.7463
Marion   49.4000   -42.0326   39.7851
Marion   50.2000   -41.9263   39.7811
Marion   51.2000   -41.8242   39.7154
Marion   52.8000   -41.7975   39.5784
Marion   54.2000   -41.7733   39.4379
Marion   55.8000   -41.7028   39.2764
Marion   56.8000   -41.6260   39.1903
Marion   57.8000   -41.5242   39.1173
Marion   58.4000   -41.4137   39.1178
Marion   59.0000   -41.2976   39.1468
Marion   59.2000   -41.1759   39.2114
Marion   59.6000   -41.0716   39.2610
Marion   59.8000   -40.9736   39.3224
Marion   60.2000   -40.8237   39.4274
Marion   60.4000   -40.6966   39.5299
Marion   60.6000   -40.6090   39.6030
Marion   60.8000   -40.5135   39.6857
Marion   60.8000   -40.3903   39.7996
Marion   61.0000   -40.3014   39.8820
Marion   61.2000   -40.4130   39.7640
Marion   61.4000   -40.3064   39.8527
Marion   61.6000   -40.4168   39.7356
Marion   61.6000   -40.2928   39.8534
Marion   61.8000   -40.4046   39.7351
Marion   61.8000   -40.2977   39.8364
Marion   62.0000   -40.4349   39.6937
Marion   62.4000   -40.3276   39.7710
Marion   62.6000   -40.4305   39.6607
Marion   62.8000   -40.3283   39.7451
Marion   63.0000   -40.4451   39.6216
Marion   63.0000   -40.3226   39.7383
Marion   63.2000   -40.4259   39.6275
Marion   63.4000   -40.3272   39.7086
Marion   63.6000   -40.4427   39.5862
Marion   63.6000   -40.3234   39.6998
Marion   63.8000   -40.4307   39.5852
Marion   64.0000   -40.3376   39.6606
Marion   64.2000   -40.4526   39.5386
Marion   64.2000   -40.3385   39.6472
Marion   64.4000   -40.4499   39.5286
Marion   64.4000   -40.3316   39.6410
Marion   64.6000   -40.4429   39.5224
Marion   64.6000   -40.3247   39.6345
Marion   64.8000   -40.4371   39.5150
Marion   64.8000   -40.3173   39.6287
Marion   68.2000   -40.4328   39.2908
Marion   68.4000   -40.5418   39.1734
Marion   68.4000   -40.4303   39.2790
Marion   69.2000   -40.4889   39.1672
Marion   71.6000   -40.5230   38.9591
Marion   71.8000   -40.6304   38.8424
Marion   71.8000   -40.5260   38.9409
Marion   72.0000   -40.6356   38.8224
Marion   72.0000   -40.5331   38.9193
Marion   72.2000   -40.6403   38.8027
Marion   72.2000   -40.5367   38.9004
Marion   72.4000   -40.6460   38.7821
Marion   72.4000   -40.5446   38.8778
Marion   72.6000   -40.6516   38.7614
Marion   72.6000   -40.5486   38.8584
Marion   72.8000   -40.6576   38.7403
Marion   72.8000   -40.5569   38.8353
