Auxiliary Dataset D1.  Modeled motions for the hotspots listed in Table S6.
---------------------------------------------
Hotspot   Age      Lat        Lon
Easter   54.4000   -26.9466   -112.0340
Easter   54.8000   -26.9968   -112.1530
Easter   55.2000   -27.0489   -112.2742
Easter   55.6000   -27.0968   -112.4403
Easter   56.0000   -27.1536   -112.5646
Easter   56.4000   -27.2112   -112.6912
Easter   56.8000   -27.2603   -112.8975
Easter   57.4000   -27.3620   -112.9834
Easter   57.8000   -27.4239   -113.1001
Easter   58.2000   -27.4896   -113.1981
Easter   59.0000   -27.6364   -113.2685
Easter   59.8000   -27.7987   -113.1662
Easter   60.0000   -27.8419   -113.1142
Eifel   0.0000   50.0440   7.0728
Eifel   0.6000   50.0657   6.9980
Eifel   1.8000   50.0960   6.8310
Eifel   3.0000   50.1368   6.6856
Eifel   4.4000   50.1738   6.5186
Eifel   5.8000   50.2027   6.3287
Eifel   7.0000   50.2233   6.1662
Eifel   8.2000   50.2352   5.9994
Eifel   9.4000   50.2478   5.8437
Eifel   10.6000   50.2539   5.6815
Eifel   11.8000   50.2725   5.5074
Eifel   13.0000   50.3284   5.3594
Eifel   14.2000   50.3769   5.1919
Eifel   15.4000   50.4379   5.0404
Eifel   16.4000   50.4743   4.8830
Eifel   17.4000   50.5379   4.7574
Eifel   18.4000   50.5831   4.5926
Eifel   19.4000   50.6502   4.4412
Eifel   20.2000   50.6885   4.2752
Eifel   21.0000   50.7476   4.1364
Eifel   22.2000   50.7481   3.9484
Eifel   23.4000   50.7630   3.7509
Eifel   24.4000   50.7547   3.5737
Eifel   25.4000   50.7601   3.3884
Eifel   26.4000   50.7452   3.1863
Eifel   27.2000   50.7361   3.0204
Eifel   28.0000   50.7084   2.8406
Eifel   28.8000   50.6791   2.6584
Eifel   30.0000   50.6220   2.3659
Eifel   30.6000   50.5895   2.2159
Eifel   31.4000   50.5554   2.0276
Eifel   32.4000   50.5318   1.7994
Eifel   33.2000   50.5124   1.6059
Eifel   34.0000   50.4916   1.4055
Eifel   35.0000   50.4652   1.1459
Eifel   35.8000   50.4418   0.9403
Eifel   36.8000   50.4104   0.6810
Eifel   37.4000   50.3904   0.5257
Eifel   38.6000   50.3473   0.2168
Eifel   39.8000   50.2769   -0.0301
Eifel   40.0000   50.2627   -0.0657
Fernando   0.0000   -3.9635   -31.9047
Fernando   1.0000   -3.9362   -31.8238
Fernando   2.2000   -3.8930   -31.7279
Fernando   3.6000   -3.8564   -31.6180
Fernando   4.8000   -3.8158   -31.5247
Fernando   6.2000   -3.7811   -31.4222
Fernando   8.8000   -3.7143   -31.2490
Fernando   11.2000   -3.6865   -31.1427
Fernando   12.2000   -3.6497   -31.0466
Fernando   13.2000   -3.6047   -30.9550
Fernando   14.8000   -3.5280   -30.8075
Fernando   15.8000   -3.4745   -30.7153
Fernando   16.8000   -3.4261   -30.6161
Fernando   17.8000   -3.3710   -30.5130
Fernando   18.6000   -3.3163   -30.4270
Fernando   19.4000   -3.2593   -30.3391
Fernando   20.6000   -3.1407   -30.1997
Fernando   21.4000   -3.0844   -30.1021
Fernando   22.6000   -3.0339   -29.9589
Fernando   23.4000   -2.9776   -29.8666
Fernando   24.4000   -2.8976   -29.7572
Fernando   25.2000   -2.8316   -29.6748
Fernando   26.6000   -2.7246   -29.5436
Fernando   27.8000   -2.6480   -29.4477
Fernando   28.8000   -2.6117   -29.3765
Fernando   29.8000   -2.6502   -29.2971
Fernando   30.0000   -2.6666   -29.2797
Galapagos   0.0000   -0.2441   -91.5607
Galapagos   1.2000   -0.2466   -91.5568
Galapagos   1.6000   -0.2092   -91.4471
Galapagos   2.0000   -0.1770   -91.3504
Galapagos   3.2000   -0.1291   -91.1491
Galapagos   3.4000   -0.0987   -91.0474
Galapagos   3.8000   -0.0307   -90.8300
Galapagos   3.8000   -0.0655   -90.9258
Galapagos   4.0000   -0.0722   -90.9212
Galapagos   4.4000   -0.0401   -90.7908
Galapagos   4.8000   -0.0199   -90.6832
Galapagos   5.0000   0.0090   -90.5812
Galapagos   5.4000   0.0498   -90.4130
Galapagos   5.8000   0.0794   -90.2706
Galapagos   6.2000   0.1018   -90.1454
Galapagos   6.4000   0.1414   -89.9993
Galapagos   6.6000   0.1793   -89.8571
Galapagos   7.2000   0.2002   -89.6828
Galapagos   7.4000   0.2439   -89.5172
Galapagos   7.8000   0.2547   -89.4127
Galapagos   8.2000   0.2705   -89.3019
Galapagos   8.6000   0.2975   -89.1689
Galapagos   9.0000   0.3769   -88.9127
Galapagos   9.0000   0.3394   -89.0099
Galapagos   9.2000   0.3327   -89.0034
Galapagos   9.8000   0.3788   -88.8409
Galapagos   10.0000   0.4681   -88.6406
Galapagos   10.0000   0.4257   -88.7321
Galapagos   10.2000   0.4261   -88.7344
Galapagos   10.8000   0.4973   -88.6450
Galapagos   11.4000   0.6696   -88.4264
Galapagos   11.4000   0.6028   -88.5302
Galapagos   11.6000   0.6736   -88.4160
Galapagos   11.6000   0.5986   -88.5321
Galapagos   11.8000   0.6876   -88.3900
Galapagos   11.8000   0.6156   -88.5014
Galapagos   12.0000   0.6133   -88.5007
Galapagos   12.8000   0.7573   -88.2620
Galapagos   12.8000   0.7019   -88.3456
Galapagos   13.0000   0.7698   -88.2394
Galapagos   13.0000   0.6916   -88.3574
Galapagos   13.2000   0.6754   -88.3783
Galapagos   13.6000   0.8060   -88.1722
Galapagos   13.6000   0.7326   -88.2814
Galapagos   13.8000   0.8130   -88.1575
Galapagos   13.8000   0.7357   -88.2735
Galapagos   14.0000   0.7175   -88.2973
Galapagos   14.2000   0.8289   -88.1256
Galapagos   14.2000   0.7711   -88.2113
Galapagos   14.4000   0.8514   -88.0892
Galapagos   14.4000   0.7929   -88.1759
Galapagos   14.4000   0.7360   -88.2615
Galapagos   14.6000   0.7578   -88.2250
Galapagos   15.0000   0.8863   -88.0262
Galapagos   15.0000   0.8285   -88.1109
Galapagos   15.2000   0.8904   -88.0155
Galapagos   15.2000   0.8238   -88.1143
Galapagos   15.4000   0.9045   -87.9903
Galapagos   15.4000   0.8255   -88.1071
Galapagos   15.6000   0.9358   -87.9373
Galapagos   15.6000   0.8753   -88.0269
Galapagos   15.6000   0.8125   -88.1218
Galapagos   15.8000   0.8383   -88.0760
Galapagos   16.0000   0.9661   -87.8818
Galapagos   16.0000   0.9037   -87.9742
Galapagos   16.2000   0.8712   -88.0162
Galapagos   16.4000   1.0012   -87.8142
Galapagos   16.4000   0.9446   -87.8982
Galapagos   16.6000   1.0128   -87.7883
Galapagos   16.6000   0.9295   -87.9117
Galapagos   16.8000   1.0549   -87.7178
Galapagos   16.8000   0.9792   -87.8296
Galapagos   16.8000   0.9135   -87.9284
Galapagos   17.0000   1.0580   -87.7028
Galapagos   17.0000   0.9606   -87.8474
Galapagos   17.2000   1.0826   -87.6546
Galapagos   17.2000   0.9802   -87.8078
Galapagos   17.4000   1.0039   -87.7603
Galapagos   17.6000   1.0784   -87.6345
Galapagos   18.2000   1.2131   -87.3854
Galapagos   18.2000   1.1494   -87.4809
Galapagos   18.4000   1.2306   -87.3388
Galapagos   18.4000   1.1698   -87.4305
Galapagos   18.4000   1.1101   -87.5221
Galapagos   18.6000   1.2582   -87.2744
Galapagos   18.6000   1.2030   -87.3581
Galapagos   18.6000   1.1232   -87.4816
Galapagos   18.8000   1.2637   -87.2395
Galapagos   18.8000   1.1756   -87.3767
Galapagos   19.0000   1.2652   -87.2077
Galapagos   19.0000   1.1745   -87.3521
Galapagos   19.2000   1.3124   -87.1010
Galapagos   19.2000   1.2584   -87.1865
Galapagos   19.2000   1.1793   -87.3132
Galapagos   19.4000   1.2010   -87.2444
Galapagos   19.6000   1.3226   -87.0045
Galapagos   19.6000   1.2472   -87.1284
Galapagos   19.8000   1.3299   -86.9464
Galapagos   19.8000   1.2737   -87.0404
Galapagos   19.8000   1.2146   -87.1404
Galapagos   20.0000   1.2456   -87.0390
Galapagos   20.2000   1.3455   -86.8016
Galapagos   20.2000   1.2739   -86.9309
Galapagos   20.4000   1.3291   -86.7564
Galapagos   20.4000   1.2769   -86.8544
Galapagos   20.4000   1.2285   -86.9459
Galapagos   20.6000   1.3084   -86.7106
Galapagos   20.6000   1.2613   -86.8028
Galapagos   20.6000   1.2145   -86.8950
Galapagos   20.8000   1.2818   -86.6645
Galapagos   20.8000   1.2363   -86.7593
Galapagos   20.8000   1.1920   -86.8510
Galapagos   21.0000   1.2512   -86.6107
Galapagos   21.0000   1.2075   -86.7082
Galapagos   21.0000   1.1650   -86.8031
Galapagos   21.2000   1.1962   -86.5990
Galapagos   21.2000   1.1525   -86.7029
Galapagos   21.4000   1.1410   -86.7204
Galapagos   21.6000   1.2224   -86.5198
Galapagos   21.6000   1.1831   -86.6123
Galapagos   21.8000   1.2200   -86.5151
Galapagos   21.8000   1.1647   -86.6474
Galapagos   22.0000   1.1613   -86.6445
Galapagos   22.4000   1.1930   -86.5492
Galapagos   22.6000   1.2310   -86.4510
Galapagos   22.8000   1.1849   -86.5507
Galapagos   23.2000   1.2776   -86.3145
Galapagos   23.2000   1.2208   -86.4477
Galapagos   23.4000   1.2759   -86.3115
Galapagos   23.4000   1.2192   -86.4442
Galapagos   23.6000   1.2331   -86.4039
Galapagos   25.0000   1.3640   -86.0642
Galapagos   25.0000   1.3056   -86.1981
Galapagos   25.2000   1.3055   -86.1956
Galapagos   25.8000   1.4063   -85.9585
Galapagos   25.8000   1.3463   -86.0944
Galapagos   26.0000   1.3485   -86.0888
Galapagos   26.4000   1.4358   -85.8882
Galapagos   26.4000   1.3922   -85.9868
Galapagos   26.6000   1.4278   -85.9064
Galapagos   26.6000   1.3796   -86.0152
Galapagos   26.8000   1.3767   -86.0221
Galapagos   27.0000   1.4641   -85.8254
Galapagos   27.0000   1.4215   -85.9216
Galapagos   27.2000   1.4624   -85.8281
Galapagos   27.2000   1.4052   -85.9580
Galapagos   27.4000   1.4613   -85.8298
Galapagos   27.4000   1.4036   -85.9605
Galapagos   27.6000   1.4032   -85.9607
Galapagos   28.2000   1.5127   -85.7185
Galapagos   28.2000   1.4558   -85.8459
Galapagos   28.4000   1.5098   -85.7252
Galapagos   28.4000   1.4536   -85.8522
Galapagos   28.6000   1.4508   -85.8588
Galapagos   29.0000   1.5367   -85.6700
Galapagos   29.0000   1.4948   -85.7636
Galapagos   29.2000   1.4772   -85.8047
Galapagos   30.2000   1.5844   -85.5856
Galapagos   30.2000   1.5353   -85.6926
Galapagos   30.4000   1.5866   -85.5887
Galapagos   30.4000   1.5330   -85.7044
Galapagos   30.6000   1.5868   -85.5956
Galapagos   30.6000   1.5284   -85.7222
Galapagos   30.8000   1.5286   -85.7292
Galapagos   31.6000   1.5942   -85.5096
Galapagos   31.6000   1.5385   -85.6296
Galapagos   31.8000   1.5264   -85.6057
Galapagos   32.0000   1.5936   -85.4064
Galapagos   32.0000   1.5490   -85.5043
Galapagos   32.2000   1.5819   -85.3772
Galapagos   32.2000   1.5297   -85.4935
Galapagos   32.6000   1.4993   -85.4483
Galapagos   32.8000   1.5676   -85.2337
Galapagos   32.8000   1.5259   -85.3281
Galapagos   33.0000   1.5021   -85.3231
Galapagos   33.4000   1.5359   -85.1125
Galapagos   33.4000   1.4924   -85.2154
Galapagos   33.6000   1.4710   -85.1991
Galapagos   34.0000   1.5105   -84.9586
Galapagos   34.0000   1.4667   -85.0665
Galapagos   34.2000   1.5058   -84.8950
Galapagos   34.2000   1.4463   -85.0414
Galapagos   34.4000   1.4767   -84.8896
Galapagos   34.4000   1.4385   -84.9857
Galapagos   34.6000   1.4103   -84.9762
Galapagos   35.0000   1.3968   -84.8371
Galapagos   35.4000   1.4089   -84.6213
Galapagos   35.4000   1.3649   -84.7385
Galapagos   35.6000   1.3449   -84.6995
Galapagos   35.8000   1.3555   -84.5760
Galapagos   36.2000   1.3528   -84.3706
Galapagos   36.2000   1.3163   -84.4771
Galapagos   36.4000   1.2840   -84.4573
Galapagos   36.8000   1.2374   -84.3602
Galapagos   37.2000   1.2401   -84.1037
Galapagos   37.2000   1.1978   -84.2342
Galapagos   37.4000   1.1743   -84.1805
Galapagos   37.6000   1.1772   -84.0451
Galapagos   37.8000   1.1677   -83.9452
Galapagos   38.2000   1.1069   -83.8478
Galapagos   38.4000   1.0936   -83.7317
Galapagos   38.6000   1.0782   -83.6179
Galapagos   39.0000   1.0113   -83.5109
Galapagos   39.2000   0.9903   -83.4123
Galapagos   39.4000   0.9756   -83.2851
Galapagos   39.6000   0.9546   -83.1839
Galapagos   40.0000   0.8854   -83.0907
Galapagos   40.2000   0.8686   -82.9701
Galapagos   40.4000   0.8535   -82.8458
Galapagos   40.8000   0.7778   -82.7777
Galapagos   41.0000   0.8056   -82.5073
Galapagos   41.0000   0.7650   -82.6584
Galapagos   41.2000   0.8096   -82.4972
Galapagos   41.2000   0.7676   -82.6486
Galapagos   41.4000   0.8048   -82.5251
Galapagos   41.4000   0.7689   -82.6507
Galapagos   41.6000   0.7644   -82.6788
Galapagos   42.6000   0.8416   -82.4389
Galapagos   42.6000   0.8061   -82.5640
Galapagos   42.8000   0.8472   -82.4222
Galapagos   42.8000   0.8007   -82.5938
Galapagos   43.0000   0.8376   -82.4660
Galapagos   43.0000   0.8016   -82.5944
Galapagos   43.2000   0.8444   -82.4523
Galapagos   43.2000   0.8012   -82.6046
Galapagos   43.4000   0.8521   -82.4407
Galapagos   43.4000   0.8083   -82.5923
Galapagos   43.6000   0.8628   -82.4231
Galapagos   43.6000   0.8290   -82.5383
Galapagos   43.8000   0.8699   -82.4128
Galapagos   43.8000   0.8286   -82.5568
Galapagos   44.2000   0.8864   -82.3962
Galapagos   44.2000   0.8509   -82.5174
Galapagos   44.4000   0.8980   -82.3728
Galapagos   44.4000   0.8566   -82.5147
Galapagos   44.6000   0.8533   -82.5451
Galapagos   44.8000   0.8926   -82.4339
Galapagos   45.0000   0.8593   -82.5689
Galapagos   46.0000   0.9849   -82.3402
Galapagos   46.0000   0.9421   -82.4753
Galapagos   46.2000   0.9877   -82.3688
Galapagos   46.2000   0.9474   -82.4936
Galapagos   46.4000   0.9506   -82.5218
Galapagos   46.6000   1.0027   -82.4069
Galapagos   46.8000   0.9737   -82.5393
Galapagos   47.2000   1.0445   -82.4479
Galapagos   47.8000   1.0501   -82.5894
Galapagos   48.2000   1.1221   -82.5123
Galapagos   48.4000   1.1434   -82.5214
Galapagos   48.4000   1.0913   -82.6582
Galapagos   48.6000   1.1670   -82.5271
Galapagos   48.6000   1.1135   -82.6656
Galapagos   48.8000   1.1898   -82.5373
Galapagos   48.8000   1.1370   -82.6724
Galapagos   49.0000   1.2081   -82.5590
Galapagos   49.0000   1.1593   -82.6850
Galapagos   49.2000   1.2243   -82.5881
Galapagos   49.2000   1.1760   -82.7108
Galapagos   49.6000   1.2380   -82.7024
Galapagos   49.8000   1.2631   -82.7210
Galapagos   49.8000   1.2093   -82.8492
Galapagos   50.0000   1.2852   -82.7519
Galapagos   50.0000   1.2328   -82.8735
Galapagos   50.2000   1.2991   -82.8074
Galapagos   50.2000   1.2520   -82.9127
Galapagos   50.6000   1.3112   -82.9628
Galapagos   50.9000   1.3274   -83.0670
Galapagos   51.4000   1.4218   -83.0555
Galapagos   51.4000   1.3665   -83.1687
Galapagos   51.8000   1.4782   -83.0852
Galapagos   51.8000   1.4281   -83.1844
Galapagos   52.2000   1.5487   -83.0963
Galapagos   52.2000   1.5009   -83.1885
Galapagos   52.6000   1.6215   -83.1096
Galapagos   52.6000   1.5740   -83.1995
Galapagos   52.8000   1.6092   -83.2092
Galapagos   53.0000   1.6910   -83.1332
Galapagos   53.4000   1.7677   -83.1500
Galapagos   53.4000   1.7059   -83.2621
Galapagos   53.8000   1.8478   -83.1698
Galapagos   53.8000   1.7890   -83.2728
Galapagos   54.4000   1.9303   -83.2782
Galapagos   54.8000   2.0307   -83.2823
Galapagos   55.2000   2.0673   -83.3960
Galapagos   55.4000   2.1667   -83.3248
Galapagos   55.8000   2.2030   -83.4461
Galapagos   56.0000   2.2979   -83.3924
Galapagos   56.2000   2.3581   -83.3951
Galapagos   56.2000   2.2888   -83.4973
Galapagos   56.6000   2.3874   -83.5389
Galapagos   56.8000   2.5060   -83.4683
Galapagos   57.2000   2.5898   -83.5485
Galapagos   57.6000   2.7085   -83.5931
Galapagos   57.6000   2.6367   -83.6834
Galapagos   58.0000   2.8205   -83.6573
Galapagos   58.0000   2.7541   -83.7367
Galapagos   58.4000   2.9115   -83.7558
Galapagos   58.6000   2.9101   -83.8603
Galapagos   58.8000   3.0298   -83.8325
Galapagos   59.2000   3.1274   -83.9375
Galapagos   59.6000   3.2805   -83.9888
Galapagos   59.6000   3.2049   -84.0670
Galapagos   60.0000   3.4081   -84.0722
Galapagos   60.0000   3.3371   -84.1436
Galapagos   60.4000   3.5123   -84.1827
Galapagos   60.8000   3.6615   -84.2517
Galapagos   60.8000   3.5837   -84.3269
Galapagos   63.4000   3.8434   -84.2386
Galapagos   63.4000   3.7637   -84.3143
Galapagos   63.8000   3.7745   -84.3130
Galapagos   70.0000   4.0172   -84.1935
Galapagos   73.2000   3.9795   -84.3409
Galapagos   73.4000   3.9086   -84.4150
Galapagos   75.0000   3.8922   -84.5160
Galapagos   75.8000   3.8296   -84.6249
Galapagos   76.6000   3.7500   -84.7599
Galapagos   77.2000   3.6807   -84.8775
Galapagos   77.6000   3.6020   -84.9830
Galapagos   78.0000   3.5449   -85.0758
Galapagos   78.8000   3.4548   -85.2569
Galapagos   79.2000   3.3783   -85.3739
Galapagos   79.6000   3.2982   -85.4964
Galapagos   80.0000   3.2137   -85.6251
Galapagos   80.6000   3.1057   -85.8141
Galapagos   80.9000   3.0331   -85.9206
Galapagos   81.2000   2.9759   -86.0229
Galapagos   81.4000   2.9142   -86.1024
Galapagos   81.7000   2.8188   -86.2243
Galapagos   81.9000   2.7534   -86.3073
Galapagos   82.2000   2.6843   -86.4249
Galapagos   82.4000   2.6135   -86.5123
Galapagos   82.6000   2.5412   -86.6009
Galapagos   82.8000   2.4676   -86.6911
Galapagos   83.0000   2.4131   -86.7802
Galapagos   83.2000   2.3312   -86.8740
Galapagos   83.4000   2.2646   -86.9667
Galapagos   83.6000   2.1785   -87.0605
Galapagos   83.8000   2.1035   -87.1536
Galapagos   84.0000   2.0132   -87.2474
Galapagos   84.2000   1.9299   -87.3408
Galapagos   84.4000   1.8353   -87.4347
Galapagos   84.6000   1.7437   -87.5282
Galapagos   84.8000   1.6469   -87.6220
Galapagos   85.0000   1.5449   -87.7160
Guadelupe   0.0000   26.9565   -112.9314
Guadelupe   1.0000   27.0072   -112.9786
Guadelupe   2.0000   27.0749   -113.0781
Guadelupe   3.0000   27.1412   -113.1829
Guadelupe   4.0000   27.1956   -113.2840
Guadelupe   4.4000   27.2449   -113.3883
Guadelupe   6.0000   27.2815   -113.5046
Guadelupe   6.6000   27.3192   -113.6314
Guadelupe   7.6000   27.3328   -113.7626
Guadelupe   8.2000   27.3500   -113.8989
Guadelupe   9.6000   27.3080   -114.1020
Guadelupe   10.4000   27.2602   -114.2302
Guadelupe   11.0000   27.2127   -114.3294
Guadelupe   11.2000   27.2280   -114.4689
Guadelupe   13.2000   27.1328   -114.6631
Guadelupe   14.0000   27.0854   -114.7990
Guadelupe   15.0000   27.0040   -114.8815
Guadelupe   15.4000   26.9827   -115.0506
Guadelupe   16.4000   26.8878   -115.0978
Guadelupe   17.2000   26.8138   -115.2280
Guadelupe   18.2000   26.7036   -115.2453
Guadelupe   18.6000   26.6671   -115.3775
Guadelupe   20.2000   26.4987   -115.4267
Guadelupe   20.6000   26.4483   -115.3259
Guadelupe   21.4000   26.3472   -115.3712
Guadelupe   22.0000   26.2521   -115.4132
Guadelupe   22.8000   26.1131   -115.3495
Guadelupe   23.4000   26.0071   -115.2938
Guadelupe   24.0000   25.9004   -115.1456
Guadelupe   24.4000   25.8292   -115.0262
Guadelupe   24.8000   25.7580   -114.8955
Guadelupe   25.0000   25.7221   -114.8167
Hawaii   0.0000   19.3972   -155.2872
Hawaii   0.8000   19.3684   -155.2506
Hawaii   3.2000   19.3913   -155.3680
Hawaii   4.8000   19.4283   -155.4692
Hawaii   5.4000   19.4698   -155.5753
Hawaii   8.2000   19.4666   -155.6834
Hawaii   10.6000   19.4167   -155.7821
Hawaii   10.8000   19.4590   -155.9061
Hawaii   14.0000   19.6432   -155.9562
Hawaii   15.0000   19.7396   -156.0058
Hawaii   16.0000   19.8383   -156.0359
Hawaii   17.2000   19.9489   -156.0425
Hawaii   18.0000   20.0466   -156.0922
Hawaii   18.4000   20.1245   -156.1662
Hawaii   19.4000   20.1930   -156.0733
Hawaii   20.2000   20.2970   -156.0921
Hawaii   20.8000   20.3924   -156.1335
Hawaii   23.2000   20.5634   -156.1770
Hawaii   24.2000   20.6448   -156.2434
Hawaii   25.6000   20.7425   -156.3118
Hawaii   26.8000   20.8379   -156.4036
Hawaii   28.2000   20.9289   -156.4792
Hawaii   29.2000   20.9994   -156.5592
Hawaii   30.2000   21.0661   -156.6417
Hawaii   31.8000   21.1843   -156.7252
Hawaii   32.2000   21.2591   -156.8069
Hawaii   32.6000   21.2687   -156.7448
Hawaii   33.4000   21.3162   -156.6678
Hawaii   34.0000   21.4111   -156.7202
Hawaii   34.6000   21.4315   -156.6121
Hawaii   35.2000   21.5290   -156.6445
Hawaii   36.0000   21.6095   -156.5723
Hawaii   36.6000   21.6514   -156.4735
Hawaii   37.0000   21.6536   -156.3593
Hawaii   37.6000   21.7550   -156.3451
Hawaii   38.2000   21.8173   -156.2532
Hawaii   38.8000   21.8807   -156.1448
Hawaii   39.6000   21.9665   -155.9812
Hawaii   40.0000   21.9670   -155.8318
Hawaii   40.4000   22.0654   -155.7998
Hawaii   40.8000   22.1074   -155.6848
Hawaii   41.4000   22.1321   -155.5228
Hawaii   42.2000   22.2398   -155.5400
Hawaii   43.0000   22.3573   -155.5500
Hawaii   43.6000   22.4573   -155.5570
Hawaii   44.0000   22.5559   -155.5823
Hawaii   44.8000   22.6496   -155.5338
Hawaii   45.4000   22.7661   -155.5224
Hawaii   45.8000   22.8796   -155.5341
Hawaii   46.4000   22.9818   -155.4967
Hawaii   46.8000   23.1030   -155.5012
Hawaii   47.4000   23.2142   -155.4543
Hawaii   48.0000   23.3019   -155.3874
Hawaii   48.4000   23.4052   -155.3650
Hawaii   48.6000   23.5267   -155.3909
Hawaii   49.2000   23.5969   -155.3034
Hawaii   49.4000   23.7184   -155.3238
Hawaii   50.0000   23.7904   -155.2311
Hawaii   50.4000   23.8998   -155.2038
Hawaii   50.8000   24.0081   -155.1790
Hawaii   51.6000   24.1212   -155.1785
Hawaii   52.6000   24.2042   -155.2723
Hawaii   53.6000   24.2818   -155.3732
Hawaii   54.4000   24.3562   -155.4691
Hawaii   55.6000   24.4542   -155.6223
Hawaii   56.4000   24.5040   -155.7267
Hawaii   57.0000   24.5574   -155.8223
Hawaii   57.6000   24.6141   -155.9260
Hawaii   57.8000   24.6997   -156.0123
Hawaii   58.4000   24.7454   -156.1143
Hawaii   59.0000   24.8004   -156.2272
Hawaii   59.2000   24.8726   -156.3062
Hawaii   59.6000   24.9296   -156.4000
Hawaii   59.8000   25.0095   -156.4865
Hawaii   60.2000   25.0821   -156.5890
Hawaii   60.6000   25.1641   -156.6946
Hawaii   61.0000   25.2543   -156.8010
Hawaii   61.2000   25.3699   -156.8722
Hawaii   61.8000   25.4656   -156.9077
Hawaii   63.4000   25.5658   -156.8887
Hawaii   64.4000   25.6777   -156.9119
Hawaii   65.0000   25.7733   -156.9459
Hawaii   66.0000   25.8904   -156.9735
Hawaii   67.0000   25.9903   -156.9885
Hawaii   68.2000   26.1229   -157.0166
Hawaii   68.6000   26.2594   -157.0900
Hawaii   70.8000   26.4557   -157.1024
Hawaii   71.8000   26.5634   -157.1201
Hawaii   72.4000   26.6616   -157.1533
Hawaii   74.0000   26.8091   -157.1653
Hawaii   75.0000   26.9278   -157.1925
Hawaii   76.0000   27.0899   -157.2502
Hawaii   78.6000   27.3045   -157.2523
Hawaii   79.6000   27.4143   -157.2737
Hawaii   79.8000   27.5064   -157.3275
Hawaii   82.6000   27.7532   -157.3452
Hawaii   83.0000   27.7322   -157.3078
Hawaii   83.6000   27.8570   -157.3616
Hawaii   84.6000   27.9583   -157.3787
Hawaii   86.8000   28.0472   -157.3178
Hawaii   87.4000   28.1725   -157.3740
Hawaii   90.2000   28.2746   -157.2917
Hawaii   91.4000   28.3862   -157.3047
Hawaii   94.0000   28.5008   -157.2465
Hawaii   95.2000   28.6056   -157.2575
Hawaii   96.6000   28.7102   -157.2605
Hawaii   99.2000   28.7538   -157.1573
Hawaii   102.0000   28.7506   -157.0189
Hawaii   102.2000   28.8471   -157.0812
Hawaii   103.0000   28.7713   -156.9870
Hawaii   106.4000   28.7512   -156.8339
Hawaii   106.8000   28.7447   -156.8126
Hawaii   107.2000   28.7092   -156.7715
Hawaii   109.2000   28.6469   -156.6644
Hawaii   110.4000   28.5494   -156.5866
Hawaii   111.0000   28.4563   -156.5219
Hawaii   111.2000   28.3667   -156.4490
Hawaii   112.0000   28.2459   -156.3810
Hawaii   112.6000   28.1212   -156.3124
Hawaii   112.8000   28.0353   -156.2473
Hawaii   113.4000   27.9146   -156.2054
Hawaii   113.8000   27.7861   -156.1349
Hawaii   114.2000   27.6506   -156.0638
Hawaii   114.4000   27.5570   -155.9982
Hawaii   114.7000   27.4590   -155.9574
Hawaii   115.0000   27.3548   -155.9150
Hawaii   115.3000   27.2454   -155.8729
Hawaii   115.6000   27.1311   -155.8305
Hawaii   115.8000   27.0303   -155.7629
Hawaii   116.3000   26.8294   -155.6931
Hawaii   116.6000   26.6984   -155.6399
Hawaii   116.8000   26.5973   -155.5781
Hawaii   117.0000   26.4948   -155.5162
Hawaii   117.4000   26.2994   -155.4217
Hawaii   117.6000   26.2036   -155.3868
Hawaii   117.8000   26.0947   -155.3202
Hawaii   118.0000   25.9927   -155.2808
Hawaii   118.2000   25.8806   -155.2118
Hawaii   118.4000   25.7706   -155.1594
Hawaii   118.6000   25.6590   -155.1017
Hawaii   118.8000   25.5464   -155.0384
Hawaii   119.0000   25.4303   -154.9559
Hawaii   119.2000   25.3159   -154.8836
Hawaii   119.4000   25.2004   -154.8053
Hawaii   119.6000   25.0834   -154.7211
Hawaii   119.8000   24.9650   -154.6308
Hawaii   120.0000   24.8451   -154.5345
Hoggar   0.0000   22.9975   5.9642
Hoggar   1.2000   22.9352   5.8248
Hoggar   2.0000   22.8868   5.7284
Hoggar   2.8000   22.8350   5.6310
Hoggar   3.8000   22.7635   5.5073
Hoggar   4.6000   22.7020   5.4066
Hoggar   5.4000   22.6370   5.3067
Hoggar   6.6000   22.5422   5.1661
Hoggar   7.4000   22.4754   5.0746
Hoggar   8.2000   22.3968   4.9772
Hoggar   9.0000   22.3071   4.8737
Hoggar   9.8000   22.2066   4.7651
Hoggar   10.4000   22.1214   4.6735
Hoggar   11.6000   21.9802   4.5165
Hoggar   12.2000   21.9147   4.4198
Hoggar   13.0000   21.8337   4.3031
Hoggar   13.6000   21.7675   4.1924
Hoggar   14.6000   21.6550   3.9874
Hoggar   15.2000   21.5869   3.8530
Hoggar   16.0000   21.4967   3.6624
Hoggar   16.4000   21.4520   3.5609
Hoggar   16.8000   21.4054   3.4596
Hoggar   17.2000   21.3611   3.3505
Hoggar   17.6000   21.3169   3.2364
Hoggar   18.0000   21.2706   3.1277
Hoggar   18.4000   21.2257   3.0134
Hoggar   18.8000   21.1802   2.9042
Hoggar   19.4000   21.1105   2.7487
Hoggar   19.8000   21.0623   2.6525
Hoggar   20.0000   21.0378   2.6063
Iceland   0.0000   64.3808   -17.0474
Iceland   1.2000   64.4253   -16.9455
Iceland   2.2000   64.5139   -16.7873
