PA	HS	Motion of PA relative to HS
lat	lon	rot	rot_rate	start_age	stop_age	s1start_age	s1stop_age	vxx	vyy	vzz	vxy	vxz	vyz	source
72.62	-81.6	1.23	1.23	0.0	1.0	0.0	0.0	0.0004024405269142993	0.00018228528231462184	0.00016650370865938058	0.00022302268768168663	-0.00012649406622692452	-6.921499308308787e-05	
71.55	-96.6	2.45	1.225	0.0	2.0	0.0	0.0	0.0003385144414051592	0.00033717080117656023	0.0003110682095217791	0.0002641833490227492	-0.00010497381666679922	-0.00019149049150156926	
72.8	-76.6	3.54	1.18	0.0	3.0	0.0	0.0	0.000941108004961763	0.0003142303925635901	0.0004195859949476344	0.00038862008602521967	-0.00011026576059803636	-0.00016358756077213855	
73.84	-61.07	4.3	1.075	0.0	4.0	0.0	0.0	0.0012778064697787645	0.0007268527668933593	0.0006638996848865975	0.0007166398284674829	-0.0005305619465014661	-0.0005332606025417554	
73.86	-59.03	5.27	1.0539999999999998	0.0	5.0	0.0	0.0	0.0014345794862913033	0.0009068088837636093	0.000856451100038849	0.0008048742953120657	-0.0006163670041874139	-0.0006957354952554565	
74.0	-60.4	6.25	1.0416666666666667	0.0	6.0	0.0	0.0	0.0015129963580899077	0.0010548693851037128	0.001081014434386384	0.0008731705741086752	-0.0007653530190110448	-0.0008703639507373438	
72.43	-76.6	7.72	1.1028571428571428	0.0	7.0	0.0	0.0	0.0006677724297300935	0.0006986947813333954	0.0008896025694220632	0.000500591403150049	-0.0001470093078780982	-0.00025128489618452525	
73.15	-63.04	8.09	1.01125	0.0	8.0	0.0	0.0	0.001810838454020088	0.0014123224735631196	0.0014639186287814649	0.001044126370286248	-0.0009861255393143384	-0.001197110840015289	
73.1	-63.64	8.98	0.9977777777777779	0.0	9.0	0.0	0.0	0.001851208837624426	0.0015728121811996972	0.0017179243496308334	0.001100231643667446	-0.0011107696965160137	-0.0013848598593579951	
72.99	-65.22	9.8	0.9800000000000001	0.0	10.0	0.0	0.0	0.0007404382235069761	0.00029468716942293225	0.0003700310349838982	-0.00018902547244862935	0.0002856928084736566	-4.2463035650936376e-05	
72.94	-69.52	10.98	0.9981818181818182	0.0	11.0	0.0	0.0	0.0048953967359219724	0.0019880529106064125	0.001839293311692263	0.0021505963459336717	-0.0011972601164215748	-0.0013052981379314227	
72.67	-69.88	11.83	0.9858333333333333	0.0	12.0	0.0	0.0	0.005242025354361754	0.002102144107929836	0.0019409472327289077	0.002318288345371379	-0.0013449518027818077	-0.0014035391712229283	
72.89	-71.6	12.64	0.9723076923076923	0.0	13.0	0.0	0.0	0.0020309610168819216	0.0012292192728243273	0.0013046750931238172	0.0005601459213507708	3.3901668225383914e-05	-0.0007102055502055134	
72.42	-68.77	13.36	0.9542857142857143	0.0	14.0	0.0	0.0	0.006185784604841927	0.0024407273458990093	0.002199459655706697	0.0027044088219511596	-0.001568349720652745	-0.00167345313735205	
72.31	-69.19	14.17	0.9446666666666667	0.0	15.0	0.0	0.0	0.006312706654447244	0.002565435187788258	0.0022024046463079124	0.0027376247735745626	-0.001613309740419574	-0.0017621703099493181	
72.01	-69.63	14.93	0.933125	0.0	16.0	0.0	0.0	0.0065832166319764905	0.0026292316093405807	0.0022550546767728373	0.002857798081554214	-0.0017060129342835666	-0.0018202666251044327	
71.69	-68.6	15.76	0.9270588235294117	0.0	17.0	0.0	0.0	0.007762788566062247	0.002983859060733886	0.0026186988088466117	0.003410348298245814	-0.0021276476882321595	-0.0021292177115503955	
71.8	-68.98	16.47	0.9149999999999999	0.0	18.0	0.0	0.0	0.007506000263381994	0.002886968699251556	0.002465455327970777	0.003243999480883788	-0.0020033362778143346	-0.002072075349023365	
71.48	-68.75	17.22	0.9063157894736842	0.0	19.0	0.0	0.0	0.008069927207475635	0.0030253958366838187	0.0026076676435669325	0.0034873985719913693	-0.0021362705349375947	-0.0021832059863663464	
71.18	-68.51	17.96	0.898	0.0	20.0	0.0	0.0	0.00857844425272221	0.0031507883226931034	0.002758185370498145	0.0037113531976690818	-0.0023267062625611425	-0.0023085591142259117	
71.2	-67.9	18.64	0.8876190476190476	0.0	21.0	0.0	0.0	0.009123264411415479	0.003311881372472586	0.0028334132062435655	0.0039032078900736165	-0.0024427514937591563	-0.0024358257836770794	
70.94	-67.82	19.38	0.8809090909090909	0.0	22.0	0.0	0.0	0.009366559697458693	0.0033781662234679886	0.0028983762116051503	0.004045720492520439	-0.002554758619393791	-0.0025017558338787443	
70.84	-67.75	20.02	0.8704347826086957	0.0	23.0	0.0	0.0	0.009348630193825074	0.00322244103238526	0.0028505520979721683	0.004010833692771025	-0.0025215910361012467	-0.0024125177175902007	
70.61	-67.6	20.73	0.86375	0.0	24.0	0.0	0.0	0.009736140576644165	0.0033689000368335984	0.0029812769299857843	0.00411956214913287	-0.002640596860780864	-0.0025766415746405714	
70.52	-67.26	21.35	0.8540000000000001	0.0	25.0	0.0	0.0	0.009959688143365727	0.0033772872038363125	0.0029918175229480654	0.004284037133794348	-0.002712370750754548	-0.002582931605760926	
70.22	-67.26	21.99	0.8457692307692307	0.0	26.0	0.0	0.0	0.010236795262505006	0.003432944695600945	0.0030541704098315807	0.004428165092306251	-0.002857527772609016	-0.002645590931274653	
70.19	-66.54	22.66	0.8392592592592593	0.0	27.0	0.0	0.0	0.010609202195280203	0.0034974705298744095	0.003109794786080642	0.004524167997509105	-0.002853228522725196	-0.002714512428956707	
