IN	AU	Motion of India to Australia	 Antarctica fixed											
lat	lon	rot	rot_rate	start_age	stop_age	s1start_age	s1stop_age	vxx	vyy	vzz	vxy	vxz	vyz	source
-8.7	76.9	2.75		0	9.937	0	0	0	0	0	0	0	0	Royer & Chang 1991
-0.4	66.9	7.12		0	19.722	0	0	0	0	0	0	0	0	Royer & Chang 1991
-0.7	78.7	7.44		0	33.705	0	0	0	0	0	0	0	0	Royer & Chang 1991
-20.5	102.5	2.56		0	51.833	0	0	0	0	0	0	0	0	Royer & Chang 1991
-21.3	75.1	1.53		0	59.237	0	0	0	0	0	0	0	0	Royer & Chang 1991
